Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Year,Incidence_Rate,POPULATION DENSITY
Acholi,Nwoya District,43,29,72,21329,11642,32971.0,28992,10347,39339,12177,9586,21763,17593,17039.0,34632,35,22,57,20861,11426,32287,27801,9992.0,37793,17128,16441,33569,11928,9401,21329,125035,35,22,57,20653,11275,31928,27536,9713,37249,16964,16285,33249,11779,9227,21006,961,2263,3224,80134,48643,128777,17636,17068,34704,133506.0,220593.0,4679.0,199514.0747,42.64032373,2.6351,32.0028,2022,626.6976411965386,42.64032372301774
West Nile,Obongi District,182,139,321,27732,18316,46048.0,18564,6591,25155,12295,10271,22566,14871,14695.0,29566,183,142,325,26061,16885,42946,16263,5879.0,22142,13842,13739,27581,11596,9691,21287,114281,183,139,322,25711,17066,42777,17272,5959,23231,14115,13922,28037,11418,9898,21316,3581,920,4501,73644,50012,123656,15053,14834,29887,43061.0,142983.0,837.0,112471.9814,134.3751272,3.4335,31.5827,2022,1016.0841711640727,134.37512712066905
Acholi,Omoro District,32,31,63,32008,16227,48235.0,32259,8887,41146,15104,12161,27265,22107,18820.0,40927,32,30,62,31745,16099,47844,31830,8806.0,40636,21877,18646,40523,14976,12011,26987,156052,32,30,62,33513,16034,49547,31714,8732,40446,21791,18672,40463,14968,12083,27051,1446,2492,3938,101510,56126,157636,22139,18851,40990,142875.0,207339.0,1483.0,192458.0355,129.7761534,2.7152,32.492,2022,810.8365005107828,129.7761534052596
Lango,Otuke District,6,10,16,20932,10705,31637.0,24097,6498,30595,11241,8075,19316,12865,11644.0,24509,6,9,15,20868,10683,31551,23937,6456.0,30393,12809,11598,24407,11218,8062,19280,105646,6,9,15,20675,10557,31232,23674,6360,30034,12689,11449,24138,11100,7903,19003,546,1385,1931,69141,36932,106073,12871,11654,24525,104254.0,161069.0,1549.0,147648.1859,95.31838986,2.5214,33.3486,2022,715.5252152678158,95.31838986442867
Lango,Oyam District,374,365,739,41437,19199,60636.0,52122,18393,70515,17057,12821,29878,24524,22875.0,47399,374,365,739,41210,19113,60323,51625,18301.0,69926,24426,22774,47200,16988,12780,29768,207956,384,364,748,40123,18598,58721,50412,17931,68343,23926,22206,46132,16608,12472,29080,4905,8306,13211,135514,73653,209167,24898,23240,48138,383644.0,477464.0,2196.0,457023.1378,208.116183,2.2776,32.4467,2022,455.02291415933644,208.1161829690346
Acholi,Pader District,31,30,61,54219,31078,85297.0,50196,15587,65783,24720,19438,44158,28280,25783.0,54063,28,28,56,53326,30584,83910,48916,15133.0,64049,27836,25384,53220,24232,19099,43331,244566,27,28,55,52188,30135,82323,48203,14753,62956,27207,24931,52138,23847,18779,42626,1536,3534,5070,157446,91916,249362,28311,25813,54124,178004.0,240159.0,3326.0,226196.065,68.00843807,2.9431,32.8084,2022,1081.2124428424518,68.00843806374023
West Nile,Pakwach District,21,25,46,22574,11574,34148.0,20090,9304,29394,11529,9343,20872,15899,15085.0,30984,21,25,46,22302,11469,33771,19857,9211.0,29068,15771,14968,30739,11387,9264,20651,114275,21,25,46,22302,11447,33749,19784,9192,28976,15618,14902,30520,11547,9243,20790,1282,2198,3480,70113,45331,115444,15920,15110,31030,158037.0,206961.0,877.0,196093.2149,223.595456,2.4738,31.3999,2022,582.7585623412614,223.59545598631698
Bukedi,Pallisa District,237,202,439,28905,15169,44074.0,34213,10579,44792,18243,14065,32308,22289,19831.0,42120,237,201,438,28819,15127,43946,34135,10436.0,44571,22275,19718,41993,18179,14057,32236,163184,236,200,436,28469,14862,43331,33744,10368,44112,22046,19409,41455,17914,13897,31811,1805,3745,5550,103887,59846,163733,22526,20033,42559,275128.0,334697.0,796.0,321831.3996,404.3108035,1.2009,33.7071,2022,507.04810097094077,404.31080351758794
South Central,Rakai District,27,28,55,34506,27284,61790.0,32591,18299,50890,17961,15490,33451,13910,12982.0,26892,27,28,55,34304,27403,61707,32266,18073.0,50339,13867,12990,26857,17915,15469,33384,172342,27,28,55,33981,26854,60835,31915,17936,49851,13743,13922,27665,17739,15302,33041,399,1230,1629,98995,74083,173078,13937,13010,26947,276746.0,346885.0,1528.0,331561.9513,216.9908058,0.7083,31.3542,2022,519.7882305984607,216.99080582460735
Kigezi,Rubanda District,0,0,0,278,487,765.0,915,1956,2871,99,107,206,150,151.0,301,0,0,0,263,477,740,865,1932.0,2797,147,143,290,94,105,199,4026,0,0,0,248,468,716,844,1890,2734,139,133,272,91,98,189,9,35,44,1442,2701,4143,150,151,301,196896.0,249454.0,660.0,237924.8239,360.4921574,1.1517,29.8352,2022,16.921311252886042,360.4921574242424
Ankole,Rubirizi District,7,3,10,6203,5460,11663.0,8744,5201,13945,2989,2718,5707,2516,2391.0,4907,6,3,9,6230,5487,11717,8669,5169.0,13838,2521,2387,4908,2994,2730,5724,36196,6,3,9,6225,5486,11711,8663,5159,13822,2519,2384,4903,2992,2730,5722,45,141,186,20459,15773,36232,2523,2394,4917,129149.0,168211.0,1096.0,159551.8057,145.5764651,0.2642,30.1084,2022,226.8604848512849,145.57646505474452
Kigezi,Rukiga District,1,0,1,1432,1296,2728.0,1888,1438,3326,693,662,1355,653,586.0,1239,1,0,1,1410,1283,2693,1840,1398.0,3238,647,576,1223,678,653,1331,8486,1,0,1,1278,1165,2443,1675,1276,2951,594,529,1123,615,599,1214,10,50,60,4667,3982,8649,654,586,1240,100726.0,132355.0,426.0,125320.0615,294.1785482,1.1326,30.0434,2022,67.71461726421192,294.1785481220657
Kigezi,Rukungiri District,20,4,24,9766,8704,18470.0,13313,9567,22880,4452,4191,8643,4370,4042.0,8412,10,3,13,9625,8559,18184,12950,9301.0,22251,4202,3906,8108,4331,4067,8398,56954,10,3,13,8914,8285,17199,12244,8870,21114,3948,3660,7608,4079,3822,7901,107,498,605,31921,26508,58429,4390,4046,8436,314694.0,376110.0,1381.0,362935.6227,262.8063886,0.7518,29.9278,2022,156.92590210985645,262.8063886314265
Ankole,Rwampara District,0,0,0,736,776,1512.0,1851,1242,3093,333,266,599,310,281.0,591,0,0,0,689,748,1437,1752,1187.0,2939,294,273,567,309,254,563,5506,0,0,0,660,724,1384,1678,1133,2811,287,261,548,301,247,548,20,67,87,3230,2565,5795,310,281,591,127725.0,162967.0,542.0,155215.4395,286.3753496,0.7476,30.482,2022,35.47327519566763,286.3753496309963
South Central,Sembabule District,4,4,8,12149,9672,21821.0,19652,12655,32307,7039,6126,13165,7345,6558.0,13903,4,4,8,11753,9365,21118,18960,12214.0,31174,7062,6314,13376,6786,5920,12706,78382,4,4,8,11824,9381,21205,19261,12392,31653,7165,6423,13588,6821,5927,12748,434,1410,1844,46189,35015,81204,7349,6562,13911,252597.0,305971.0,2317.0,294462.402,127.0877868,0.0638,31.3542,2022,266.18678468838954,127.08778679326716
Teso,Serere District,38,42,80,29522,16135,45657.0,24644,7470,32114,14071,11806,25877,12158,11639.0,23797,38,42,80,29399,16180,45579,24290,7384.0,31674,12038,11522,23560,14004,11772,25776,126669,38,42,80,28028,15479,43507,23347,7130,30477,11572,11053,22625,13342,11310,24652,1100,2124,3224,80433,47092,127525,12196,11681,23877,285903.0,358123.0,1495.0,342349.3547,228.9962239,1.4994,33.549,2022,369.99923692276207,228.9962238795987
Ankole,Sheema District,0,0,0,856,849,1705.0,1519,1224,2743,350,364,714,397,313.0,710,0,0,0,817,841,1658,1405,1148.0,2553,364,288,652,332,344,676,5539,0,0,0,817,841,1658,1405,1147,2552,364,288,652,332,343,675,1,28,29,3122,2750,5872,397,313,710,207343.0,252275.0,327.0,242570.089,741.8045534,0.5515,30.3897,2022,22.834637291162473,741.8045535168196
Bugisu,Sironko District,2,10,12,11950,8040,19990.0,20819,11510,32329,6076,4945,11021,7192,6036.0,13228,2,7,9,11436,7683,19119,19269,10611.0,29880,6782,5623,12405,5831,4754,10585,71998,3,8,11,10844,7300,18144,18422,10187,28609,6450,5305,11755,5572,4515,10087,573,1327,1900,46039,30541,76580,7194,6046,13240,242421.0,298363.0,383.0,286226.6186,747.3279858,1.2302,34.2491,2022,251.54194376525402,747.3279859007832
Teso,Soroti City,36,27,63,14985,7622,22607.0,25420,10322,35742,5504,4707,10211,7118,6982.0,14100,33,24,57,14457,7283,21740,23632,9015.0,32647,6523,6217,12740,5120,4336,9456,76640,32,19,51,13811,7232,21043,24176,8706,32882,6360,6044,12404,4948,4202,9150,1182,2853,4035,53063,29660,82723,7154,7009,14163,98501.0,134199.0,205.0,126150.0862,615.3662742,0.0,0.0,2022,607.530302266254,615.3662741463415
Teso,Soroti District,29,23,52,25529,12101,37630.0,27622,7729,35351,10868,8505,19373,11199,10249.0,21448,29,23,52,25629,12081,37710,27722,7720.0,35442,11199,10249,21448,10868,8504,19372,114024,29,22,51,24919,11793,36712,27379,7541,34920,10827,9919,20746,10550,8320,18870,1799,4416,6215,75247,38607,113854,11228,10272,21500,198332.0,266189.0,1034.0,250975.1035,242.7225373,1.7229,33.528,2022,454.32394851069364,242.72253723404256
South Central,South Central,1339,733,2072,192865,165274,358139.0,259725,171811,431536,112849,102941,215790,113146,103660.0,216806,725,486,1211,178463,156663,335126,224150,146990.0,371140,91774,86491,178265,102124,94817,196941,1082683,705,445,1150,178284,154458,332742,224357,147515,371872,91528,88525,180053,101700,94130,195830,3810,13930,17740,679924,544419,1224343,114485,104393,218878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.0,0.0
West Nile,Terego District,60,84,144,71062,31823,102885.0,49469,17145,66614,26526,21095,47621,32834,29734.0,62568,51,80,131,47157,30372,77529,43254,15577.0,58831,29884,27594,57478,25160,20188,45348,239317,50,79,129,46907,30141,77048,42628,15321,57949,30098,28072,58170,25021,20023,45044,1568,3905,5473,179951,99881,279832,32894,29818,62712,199303.0,323253.0,1200.0,293451.8275,244.5431896,3.171,31.1252,2022,815.523972158599,244.54318958333334
Teso,Teso,309,239,548,254449,141456,395905.0,288385,244730,533115,120967,94805,215772,123694,113279.0,236973,296,224,520,252422,140072,392494,283545,106386.0,389931,122164,111453,233617,119946,93863,213809,1230371,287,216,503,256629,138147,394776,280899,104917,385816,121726,109513,231239,118059,92509,210568,12405,27876,40281,787804,594509,1382313,124003,113518,237521,1819708.0,2462387.0,11650.0,2317850.328,198.9571097,1.7159,33.6111,2022,530.8241801193644,198.95710969957082
Tooro,Tooro,559,421,980,169824,125534,295358.0,254696,146304,401000,88224,73119,161343,101940,94186.0,196126,513,376,889,161822,120635,282457,234098,136567.0,370665,97462,89743,187205,84850,70279,155129,996345,522,404,926,160522,121400,281922,232771,135941,368712,97394,89054,186448,84161,70261,154422,5044,11860,16904,615243,439564,1054807,102499,94607,197106,1587531.0,2154161.0,8383.0,2026595.015,241.7505684,0.3886,30.3436,2022,491.63498016400683,241.7505684122629
Bukedi,Tororo District,71,45,116,66397,41640,108037.0,78921,29027,107948,46064,38475,84539,55333,48024.0,103357,77,43,120,61339,37755,99094,74758,27162.0,101920,67345,45265,112610,42597,35161,77758,391502,70,43,113,64710,39984,104694,76210,28353,104563,52526,47734,100260,44885,36990,81875,2101,4111,6212,246786,157211,403997,55404,48069,103473,1881415.0,2372489.0,4504.0,2264958.695,502.8771526,0.3886,30.3436,2022,172.8517172804337,502.8771525310834
South Central,Wakiso District,1150,596,1746,47826,39707,87533.0,98081,67855,165936,32887,30113,63000,43163,37670.0,80833,561,358,919,36163,30495,66658,68089,46954.0,115043,26165,23960,50125,23745,23328,47073,279818,534,318,852,36756,32165,68921,67977,47817,115794,26133,25267,51400,23866,23261,47127,968,4358,5326,223107,175941,399048,44313,38266,82579,1997418.0,3411177.0,1884.0,3064906.256,1626.807992,0.063,32.4467,2022,91.29740899977463,1626.807991507431
West Nile,West Nile,957,747,1704,452703,276795,729498.0,445298,168294,613592,227446,184432,411878,294750,278283.0,573033,881,714,1595,419260,268080,687340,414135,161478.0,575613,285638,282589,568227,220562,179855,400417,2233192,870,707,1577,616509,268822,885331,411392,160809,572201,284493,270863,555356,219769,184322,404091,17432,32150,49582,1421154,908551,2329705,295707,279030,574737,2296403.0,3316255.0,10757.0,3081257.228,286.4420589,0.0,0.0,2022,724.7664945680414,286.44205893836573
West Nile,Yumbe District,141,30,171,80742,51733,132475.0,81911,28666,110577,42423,34129,76552,66584,63228.0,129812,112,22,134,79821,50961,130782,79949,28167.0,108116,66095,62873,128968,42230,34430,76660,444660,111,22,133,270263,52136,322399,79300,27956,107256,65902,63551,129453,41913,34203,76116,2029,4263,6292,271801,177786,449587,66725,63258,129983,484822.0,945100.0,2323.0,826986.9841,355.9995627,3.4698,31.2483,2022,537.6868179901503,355.9995626775721
West Nile,Zombo District,19,22,41,22421,13545,35966.0,25914,11059,36973,11123,9461,20584,21108,19263.0,40371,11,9,20,21587,13186,34773,24885,10430.0,35315,19994,28160,48154,10727,9108,19835,138097,8,8,16,20893,12778,33671,23766,10204,33970,19365,17489,36854,10297,8699,18996,640,1234,1874,80585,53350,133935,21127,19285,40412,240081.0,312621.0,939.0,296541.9074,315.8060781,2.4882,30.8499,2022,465.6913459915244,315.80607816826415
Karamoja,Abim District,6,7,13,13832,7550,21382.0,13164,6351,19515,5904,4589,10493,9173,8755.0,17928,6,7,13,13650,7481,21131,12818,6231.0,19049,9042,8597,17639,5823,4533,10356,68188,6,7,13,13415,7335,20750,12598,6130,18728,8842,8448,17290,5707,4429,10136,470,887,1357,42079,27252,69331,9179,8762,17941,107966.0,144084.0,2301.0,139985.445,60.83678617,2.7067,33.6595,2023,487.1077846700419,60.83678617992177
Acholi,Acholi,383,335,718,298281,181956,480237.0,277994,94253,372247,130518,105993,236511,159568,151108.0,310676,362,311,673,287046,171854,458900,268029,89883.0,357912,155294,146676,301970,125877,101700,227577,1347032,350,305,655,292087,188280,480367,269770,90483,360253,156204,147953,304157,127927,103749,231676,9068,19287,28355,866744,533645,1400389,159951,151443,311394,1500762.0,2044355.0,28522.0,1982128.764,69.49473263,0.0,0.0,2023,679.5885436229913,69.49473262744547
West Nile,Adjumani District,20,16,36,54336,42042,96378.0,48505,22245,70750,29568,24849,54417,29881,29245.0,59126,70,15,85,53366,41269,94635,46975,21469.0,68444,29251,28523,57774,28749,24483,53232,274170,126,15,141,53194,41229,94423,47130,21390,68520,29239,28460,57699,28619,24463,53082,1271,3501,4772,162310,118397,280707,29901,29261,59162,107966.0,144084.0,2301.0,139985.445,60.83678617,3.2549,31.7195,2023,1958.5607632279198,60.83678617992177
Acholi,Agago District,28,29,57,56351,32883,89234.0,53613,15373,68986,23601,18351,41952,27579,26071.0,53650,26,29,55,56222,32768,88990,53403,15308.0,68711,27528,26022,53550,23488,18334,41822,253128,25,29,54,55766,32478,88244,53043,15220,68263,27308,25763,53071,23432,18208,41640,1344,3064,4408,161172,92707,253879,27607,26100,53707,227792.0,307235.0,3493.0,298179.2833,85.36481058,2.9251,0.0,2023,848.9120947592002,85.36481056398512
Lango,Alebtong District,9,16,25,19726,9110,28836.0,24342,6595,30937,9321,7031,16352,12591,11506.0,24097,9,16,25,19725,9110,28835,24360,6590.0,30950,12562,11484,24046,9319,7031,16350,100206,9,16,25,19530,9044,28574,24079,6525,30604,12466,11391,23857,9231,6979,16210,1586,3373,4959,65989,34258,100247,12600,11522,24122,227541.0,283509.0,1534.0,277342.3118,180.7968134,2.2914,33.2139,2023,361.3080144520523,180.79681342894395
Lango,Amolatar District,15,10,25,18021,10214,28235.0,16716,6757,23473,7340,5927,13267,7572,7106.0,14678,15,10,25,17870,10137,28007,16512,6699.0,23211,7475,6963,14438,7292,5894,13186,78867,15,10,25,17665,9995,27660,16216,6601,22817,7353,6854,14207,7201,5823,13024,751,1747,2498,49664,30014,79678,7587,7116,14703,147166.0,188715.0,1163.0,184079.967,158.2802812,1.6054,32.8084,2023,428.43879910082774,158.28028116938953
Karamoja,Amudat District,1,1,2,2990,2585,5575.0,7862,2716,10578,2190,2095,4285,3109,2927.0,6036,1,1,2,2917,2551,5468,7574,2631.0,10205,2947,2783,5730,2096,2030,4126,25531,1,1,2,2917,2561,5478,7636,2621,10257,2947,2783,5730,2096,2029,4125,134,405,539,16152,10324,26476,3110,2928,6038,105769.0,203358.0,1616.0,190489.471,117.8771479,1.7916,34.9066,2023,134.02840517101336,117.8771478960396
Teso,Amuria District,40,20,60,25010,13545,38555.0,26440,8430,34870,10901,8090,18991,11162,10352.0,21514,40,19,59,24989,13542,38531,26438,8430.0,34868,11161,10354,21515,10889,8079,18968,113941,40,19,59,24740,13403,38143,26381,8417,34798,11110,10297,21407,10820,7948,18768,977,2113,3090,73553,40437,113990,11202,10372,21574,183348.0,251653.0,1383.0,243808.8795,176.2898623,2.0302,33.6428,2023,467.3373678336436,176.2898622559653
Acholi,Amuru District,50,27,77,25177,13507,38684.0,23821,8724,32545,10643,8214,18857,14494,14057.0,28551,50,27,77,24979,13442,38421,23307,8657.0,31964,14378,13926,28304,10554,8164,18718,117484,50,27,77,24599,13253,37852,23001,8556,31557,14103,13619,27722,10381,8012,18393,814,1408,2222,74185,44529,118714,14544,14084,28628,186696.0,247574.0,3619.0,240684.4494,66.50578873,3.1042,32.0837,2023,488.1245975503393,66.50578872616745
Ankole,Ankole,295,214,509,96857,83971,180828.0,123498,80621,204119,43580,38484,82064,37070,33898.0,70968,264,191,455,93086,81739,174825,118493,77640.0,196133,35199,32184,67383,41914,36836,78750,517546,258,188,446,91323,80352,171675,116568,76618,193186,34569,31499,66068,40965,36032,76997,1569,5402,6971,301300,237188,538488,37365,34112,71477,2895631.0,3608968.0,15067.0,3530360.456,234.3107756,0.0,0.0,2023,146.59862822800665,234.31077560230966
Lango,Apac District,28,20,48,26929,14242,41171.0,30238,12484,42722,8750,6660,15410,10332,9202.0,19534,28,19,47,26541,14101,40642,29355,12341.0,41696,10204,9077,19281,8659,6596,15255,116921,28,17,45,26094,13874,39968,29044,12219,41263,10063,8963,19026,8512,6528,15040,1195,2709,3904,76277,42608,118885,10360,9222,19582,185322.0,221962.0,1783.0,217993.4599,122.262176,1.8445,32.4014,2023,536.3509531599485,122.26217605159842
West Nile,Arua City,60,53,113,14260,8637,22897.0,18354,9247,27601,7694,6445,14139,7844,7372.0,15216,52,45,97,13757,8341,22098,17680,8958.0,26638,7605,7120,14725,7445,6149,13594,77152,52,44,96,13555,8231,21786,17444,8795,26239,7589,7146,14735,7373,6117,13490,1163,2928,4091,48212,31754,79966,7904,7425,15329,309052.0,384656.0,404.0,376329.632,931.5089902,3.0274,30.9071,2023,205.01175947792493,931.5089900990099
West Nile,Arua District,1,5,6,9781,5607,15388.0,8340,3063,11403,4276,3055,7331,3595,3146.0,6741,1,5,6,8695,5042,13737,6681,2736.0,9417,3083,2779,5862,3600,2613,6213,35235,1,5,6,9681,5781,15462,7988,3008,10996,3546,3111,6657,4241,3038,7279,433,720,1153,25993,14876,40869,3596,3151,6747,133534.0,159722.0,800.0,156887.1781,196.1089727,3.0018,30.9876,2023,224.58814306380847,196.10897262499998
Bukedi,Budaka District,22,17,39,16865,8492,25357.0,19743,6177,25920,9580,7526,17106,14680,13280.0,27960,22,17,39,16931,8486,25417,19515,6112.0,25627,14619,13232,27851,9562,7512,17074,96008,21,17,38,16399,8241,24640,19091,5878,24969,14205,12885,27090,9310,7339,16649,1429,3250,4679,60890,35492,96382,14702,13297,27999,207597.0,281537.0,410.0,273088.8936,666.0704723,1.1005,34.0196,2023,351.56318052474614,666.070472195122
Bugisu,Bududa District,20,16,36,4109,3034,7143.0,6471,3777,10248,1772,1355,3127,1704,1598.0,3302,20,16,36,4099,3023,7122,6453,3760.0,10213,1703,1597,3300,1763,1352,3115,23786,19,16,35,4087,3001,7088,6440,3706,10146,1700,1594,3294,1755,1351,3106,366,906,1272,14076,9780,23856,1724,1614,3338,210173.0,26897.0,318.0,33036.28096,103.887676,1.003,34.3338,2023,719.9962982758215,103.88767597484275
Busoga,Bugiri District,27,16,43,18601,10440,29041.0,27184,10799,37983,13953,11111,25064,18205,16704.0,34909,27,16,43,18573,10421,28994,27127,10782.0,37909,18067,16686,34753,13927,11072,24999,126698,25,16,41,18508,10393,28901,27040,10765,37805,18019,16779,34798,13866,11044,24910,1543,2853,4396,77970,49070,127040,18232,16720,34952,382913.0,480345.0,1033.0,469578.2339,454.5771867,0.5316,0.0,2023,269.81233552443837,454.5771867376573
Bugisu,Bugisu,213,203,416,54466,37574,92040.0,95273,53392,148665,27710,22862,50572,37506,33062.0,70568,169,147,316,53258,36842,90100,91702,51755.0,143457,36554,32258,68812,27053,22335,49388,352073,168,147,315,51765,35748,87513,88940,50452,139392,35342,31301,66643,26042,21830,47872,4385,8819,13204,215168,147093,362261,37719,33265,70984,1469892.0,1827757.0,2447.0,1788360.846,730.8381062,1.0783,34.1737,2023,196.86910546463622,730.8381062525541
Busoga,Bugweri District,4,11,15,14603,8967,23570.0,21977,9416,31393,8913,7210,16123,12381,11268.0,23649,4,11,15,14573,8963,23536,21905,9350.0,31255,12349,11246,23595,8907,7197,16104,94505,4,11,15,14370,8790,23160,21398,9144,30542,12108,11059,23167,8777,7087,15864,1174,2340,3514,57878,36872,94750,12385,11279,23664,164886.0,211511.0,302.0,206308.9368,683.1421748,0.6116,33.5952,2023,458.0751637124427,683.1421748344371
Ankole,Buhweju District,1,0,1,469,417,886.0,929,638,1567,218,139,357,237,179.0,416,1,0,1,448,408,856,909,625.0,1534,233,175,408,209,136,345,3144,1,0,1,445,407,852,907,623,1530,232,175,407,208,133,341,10,49,59,1854,1373,3227,238,179,417,12072.0,167921.0,751.0,129054.2863,171.8432574,0.3558,30.3897,2023,24.361840975133887,171.84325739014648
North Central,Buikwe District,45,29,74,17694,14199,31893.0,25327,18444,43771,11219,9454,20673,12187,10953.0,23140,43,27,70,16559,13368,29927,22924,17217.0,40141,11319,10135,21454,10636,8970,19606,111198,41,26,67,16043,13160,29203,22209,16799,39008,10682,9675,20357,10241,8677,18918,921,2402,3323,66472,53079,119551,12232,10982,23214,422771.0,520158.0,1270.0,509486.0215,401.1700957,0.2827,0.0,2023,218.25525197456278,401.1700956692913
Teso,Bukedea District,32,34,66,22624,11285,33909.0,29580,11132,40712,10480,8098,18578,11996,10382.0,22378,28,33,61,21855,10918,32773,28638,10354.0,38992,11739,10151,21890,10187,7938,18125,111841,28,33,61,21510,10782,32292,28221,10271,38492,11262,9762,21024,10008,7753,17761,2077,5647,7724,74712,40931,115643,12028,10416,22444,203600.0,282864.0,1032.0,273714.4264,265.2271574,1.3557,34.1087,2023,408.60469603658424,265.2271573643411
